GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "02000","Alaska",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.356,71.449,70.669,68.553,71.070,74.355,72.998,75.804,78.078,84.097,88.611,88.172,96.869,93.939,94.811,100.000,94.855,92.659,93.586,92.327,91.525,91.703,92.269
 "02000","Alaska",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",25800.0,24227.6,24779.3,26815.8,28455.4,29633.4,31789.7,34987.9,39788.7,44457.1,49002.6,54759.0,49651.6,52947.7,56333.9,57717.5,56625.3,55750.6,50728.1,49755.6,51737.0,54292.9,54385.6
 "02000","Alaska",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",12347.8,12889.6,13127.5,13893.0,14883.3,15703.7,16522.0,17454.3,18584.7,19600.3,20790.2,21813.1,22533.6,23170.8,24458.4,25739.1,26362.2,27139.9,27826.3,27167.0,27118.5,28261.6,29231.9
 "02000","Alaska",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",11050.3,9388.4,9725.0,10464.2,11297.3,11837.5,13058.7,15115.8,18439.4,21752.8,23423.9,22959.3,22555.1,24050.6,24618.6,24238.7,22243.5,23202.9,20047.6,19364.2,20936.9,21877.5,20791.5
 "02000","Alaska",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",2401.9,1949.6,1926.8,2458.6,2274.8,2092.2,2209.0,2417.8,2764.5,3104.0,4788.6,9986.5,4563.0,5726.3,7256.9,7739.8,8019.5,5407.7,2854.2,3224.3,3681.6,4153.7,4362.2
 "02000","Alaska",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",2464.8,2004.0,1983.2,2515.5,2386.1,2162.9,2308.8,2504.9,2859.0,3197.1,4891.3,10081.4,4678.7,5845.6,7391.2,7867.4,8141.1,5538.6,2978.6,3350.1,3784.8,4264.3,4476.1
 "02000","Alaska",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-62.9,-54.4,-56.4,-56.9,-111.3,-70.8,-99.8,-87.2,-94.4,-93.1,-102.7,-94.8,-115.7,-119.3,-134.3,-127.6,-121.6,-130.8,-124.4,-125.8,-103.2,-110.6,-113.9
 "04000","Arizona",6,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",168372.2,182983.5,198002.1,207774.8,212648.3,219370.4,233339.1,243192.6,263047.3,277189.0,284811.7,277357.6,254906.9,257396.9,263144.1,268068.2,269967.4,274112.9,281935.6,291259.6,302117.8,314016.1,323597.6
 "04000","Arizona",6,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",62.809,68.260,73.863,77.508,79.326,81.834,87.045,90.720,98.127,103.402,106.246,103.465,95.090,96.019,98.163,100.000,100.709,102.255,105.173,108.651,112.702,117.140,120.715
 "04000","Arizona",6,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",132290.9,143286.2,155282.6,164609.9,171480.5,179475.6,192764.8,205390.5,228232.6,248154.2,262245.3,259262.6,243764.6,248125.3,257881.1,268068.2,275007.5,284851.4,298615.0,313056.5,330146.6,350718.3,370119.1
 "04000","Arizona",6,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",69876.9,77166.0,82849.8,91205.4,95475.5,98041.6,102681.4,111133.6,121777.8,134607.4,142619.1,143884.3,135101.1,134483.2,139617.8,145243.4,150331.9,156465.4,163929.0,170702.4,181007.7,192938.5,203864.0
 "04000","Arizona",6,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",53786.0,57002.9,62411.4,62268.9,64454.9,69038.2,76980.4,80136.9,91121.7,96911.3,101410.6,97692.5,91622.6,96174.4,99508.1,103684.8,105276.4,108695.3,115020.7,121496.2,126864.7,134394.5,142217.3
 "04000","Arizona",6,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8628.0,9117.3,10021.4,11135.6,11550.1,12395.8,13103.0,14120.0,15333.0,16635.5,18215.6,17685.8,17040.9,17467.7,18755.2,19139.9,19399.2,19690.7,19665.3,20857.8,22274.2,23385.2,24037.7
 "04000","Arizona",6,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8958.8,9478.9,10425.3,11550.0,12091.0,12817.5,13685.1,14635.3,16025.9,17292.4,18971.4,18359.3,17841.1,18162.7,19494.8,19814.3,20096.0,20400.0,20339.4,21550.3,23008.5,24174.2,24847.6
 "04000","Arizona",6,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-330.8,-361.6,-403.8,-414.5,-540.9,-421.7,-582.1,-515.3,-692.9,-656.9,-755.8,-673.5,-800.2,-695.0,-739.6,-674.4,-696.8,-709.3,-674.1,-692.4,-734.3,-789.0,-809.8
 "05000","Arkansas",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",82760.4,84791.3,89339.5,90224.2,90081.0,92989.3,96714.2,101194.5,104758.6,107084.1,106272.5,105923.2,102513.5,105223.6,107320.6,107718.8,110301.4,111729.9,112938.9,113490.4,114950.7,116698.8,117447.1
 "05000","Arkansas",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.830,78.715,82.938,83.759,83.626,86.326,89.784,93.943,97.252,99.411,98.657,98.333,95.168,97.684,99.630,100.000,102.398,103.724,104.846,105.358,106.714,108.336,109.031
 "05000","Arkansas",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",59826.9,62397.8,66791.2,68740.4,70680.3,73986.5,78306.3,84557.0,89643.1,94451.6,96991.9,99014.4,96983.7,100970.8,105107.8,107718.8,112764.6,116151.8,117734.3,119191.8,122978.5,127761.3,130954.1
 "05000","Arkansas",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",32715.5,34880.9,36741.0,38766.8,40397.1,41662.0,43485.7,46064.2,48480.3,51110.2,53637.6,54778.2,54260.1,55258.1,56870.1,59196.3,60545.9,62563.9,64679.8,66143.4,68541.8,70909.5,73354.2
 "05000","Arkansas",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",23296.5,23738.0,25691.2,26028.3,26290.5,27721.3,30333.2,32966.2,34956.6,36671.6,36761.7,37505.4,36252.6,38640.5,40952.7,40768.1,44040.2,45186.5,44617.6,44475.1,45556.2,47477.4,48087.1
 "05000","Arkansas",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",3814.9,3778.9,4359.0,3945.2,3992.7,4603.2,4487.5,5526.5,6206.2,6669.8,6592.5,6730.8,6471.0,7072.1,7285.0,7754.4,8178.4,8401.4,8436.8,8573.3,8880.5,9374.4,9512.8
 "05000","Arkansas",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",4168.5,4299.1,5185.8,4908.2,5120.7,5324.8,5572.8,6062.4,6873.8,7272.6,7208.1,7242.6,7118.5,7629.9,7875.9,8314.5,8742.9,8927.2,8979.4,9301.7,9663.4,10167.3,10736.5
 "05000","Arkansas",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-353.6,-520.1,-826.9,-963.0,-1128.1,-721.6,-1085.3,-535.9,-667.6,-602.8,-615.5,-511.8,-647.6,-557.8,-590.9,-560.0,-564.4,-525.8,-542.6,-728.4,-782.9,-792.9,-1223.6
 "06000","California",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",1379722.1,1470543.0,1583231.3,1709490.6,1707064.7,1747199.5,1829296.5,1902550.4,1988736.5,2072274.1,2103014.8,2110596.1,2025633.2,2056990.4,2090836.8,2144089.6,2219610.5,2316331.2,2437366.9,2519133.6,2628314.6,2708966.9,2800505.4
 "06000","California",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.350,68.586,73.842,79.730,79.617,81.489,85.318,88.735,92.754,96.651,98.084,98.438,94.475,95.938,97.516,100.000,103.522,108.033,113.678,117.492,122.584,126.346,130.615
 "06000","California",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",1071327.2,1147944.3,1247734.4,1366166.5,1387551.8,1439341.7,1530559.8,1632428.7,1752648.9,1874851.3,1955320.9,1990187.9,1919271.1,1973511.9,2049336.8,2144089.6,2261510.6,2399077.7,2559643.2,2671100.5,2831038.4,2975083.0,3132800.6
 "06000","California",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",574432.9,625411.7,681068.5,768198.7,786778.9,793668.6,826979.8,881668.6,926929.0,980936.4,1029657.7,1042144.9,990073.0,1010508.8,1059293.4,1113412.4,1157678.9,1225532.5,1313766.3,1371619.3,1453075.0,1531838.7,1616261.1
 "06000","California",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",431279.3,453483.0,493725.5,519199.5,526663.3,558524.9,614817.0,654666.3,724785.7,781770.5,808958.3,822693.8,808117.8,838364.4,857637.2,900592.0,963506.2,1024235.3,1086988.3,1140692.1,1213999.9,1269691.2,1326813.4
 "06000","California",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",65615.0,69049.5,72940.4,78768.3,74109.7,87148.2,88763.0,96093.9,100934.2,112144.4,116705.0,125349.2,121080.2,124638.7,132406.2,130085.2,140325.6,149309.9,158888.6,158789.1,163963.6,173553.2,189726.1
 "06000","California",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",70407.7,73616.2,78034.5,83626.1,86843.0,92974.7,94886.3,102504.7,108430.2,119308.8,124447.9,132411.1,129038.9,132281.9,140237.6,137409.6,147771.3,156999.6,166504.1,167126.0,172391.5,182382.5,198836.6
 "06000","California",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-4792.7,-4566.7,-5094.1,-4857.8,-12733.3,-5826.5,-6123.3,-6410.8,-7495.9,-7164.4,-7742.9,-7061.9,-7958.6,-7643.2,-7831.4,-7324.4,-7445.7,-7689.8,-7615.5,-8336.9,-8428.0,-8829.4,-9110.5
 "08000","Colorado",7,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",184492.1,201034.9,216139.3,232832.1,236310.6,236869.2,238843.8,241224.7,251266.6,256152.2,264664.5,267964.9,262463.3,265319.3,268553.4,273593.9,282605.5,294812.0,308898.9,315793.0,328510.2,342865.6,356280.2
 "08000","Colorado",7,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",67.433,73.479,79.000,85.101,86.373,86.577,87.299,88.169,91.839,93.625,96.736,97.943,95.932,96.976,98.158,100.000,103.294,107.755,112.904,115.424,120.072,125.319,130.222
 "08000","Colorado",7,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",136916.6,150364.4,164132.0,180693.3,187546.2,191062.2,196768.6,204374.6,220307.4,231256.3,246151.0,255830.2,248669.1,255660.7,264310.2,273593.9,288383.5,305690.9,317992.4,327757.3,348175.5,372452.9,392986.0
 "08000","Colorado",7,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",75823.9,83882.3,91784.8,103429.2,107435.0,106707.4,108800.2,114072.4,120699.0,128021.9,135559.9,140506.9,136685.9,138375.6,143060.0,150874.7,157077.6,168061.9,176758.6,182171.9,193477.5,205431.3,218867.5
 "08000","Colorado",7,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",53007.3,57799.8,63009.1,67108.4,69744.4,73223.2,76931.2,78226.9,86684.2,89466.1,96028.4,100640.2,97668.6,100563.2,103938.6,106417.0,114395.2,119801.2,122787.7,125874.2,133262.4,144414.2,150803.8
 "08000","Colorado",7,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8085.5,8682.3,9338.1,10155.8,10366.8,11131.5,11037.2,12075.2,12924.2,13768.4,14562.8,14683.1,14314.5,16721.9,17311.6,16302.1,16910.7,17827.8,18446.1,19711.2,21435.6,22607.4,23314.8
 "08000","Colorado",7,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8627.5,9300.6,10086.0,10888.8,11258.9,11775.2,11907.9,12777.1,13869.8,14551.8,15388.3,15520.1,15201.5,17616.8,18293.1,17249.7,17918.6,18858.9,19415.7,20780.5,22557.0,23730.2,24528.5
 "08000","Colorado",7,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-542.0,-618.3,-747.9,-733.0,-892.1,-643.7,-870.7,-701.8,-945.5,-783.4,-825.5,-837.0,-887.0,-894.9,-981.6,-947.6,-1007.9,-1031.1,-969.6,-1069.3,-1121.4,-1122.8,-1213.8
 "09000","Connecticut",1,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",190667.7,196175.1,202264.4,216293.1,219932.4,219956.8,222125.2,236698.6,242380.3,251629.6,260993.1,259385.0,248612.1,247876.8,242323.3,244114.4,238621.4,237700.4,245304.5,245966.1,248077.1,249043.3,251329.8
 "09000","Connecticut",1,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.106,80.362,82.856,88.603,90.094,90.104,90.992,96.962,99.290,103.079,106.914,106.256,101.842,101.541,99.266,100.000,97.750,97.373,100.488,100.759,101.623,102.019,102.956
 "09000","Connecticut",1,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",138548.4,145432.7,152353.9,165822.4,172834.5,176191.6,181230.3,198282.4,208660.9,222914.3,237397.6,240576.2,236921.6,238051.6,236816.3,244114.4,244127.5,248778.9,262372.7,266747.3,272569.9,279782.3,287822.2
 "09000","Connecticut",1,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",77438.9,82629.7,87404.9,94354.0,97529.5,96987.4,99734.0,106028.1,110615.3,115349.1,122630.9,124157.2,118313.2,120487.2,124608.4,127400.7,129317.3,133233.1,137749.8,138962.0,140634.0,143740.3,147217.1
 "09000","Connecticut",1,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",50784.9,51867.2,53822.5,60049.6,63892.3,67491.0,68920.3,79274.3,84508.0,93995.9,100505.7,102157.2,104273.4,103139.1,97152.7,99836.6,97587.1,97589.1,106804.2,109909.4,113546.9,116239.6,120225.3
 "09000","Connecticut",1,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",10324.6,10935.8,11126.5,11418.8,11412.7,11713.2,12576.0,12980.1,13537.6,13569.3,14261.1,14261.8,14335.0,14425.2,15055.3,16877.0,17223.2,17956.7,17818.7,17875.8,18389.0,19802.3,20379.8
 "09000","Connecticut",1,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",10733.4,11317.4,11521.1,11810.1,11820.1,12135.5,13051.3,13485.1,14103.8,14130.2,14884.2,14848.5,15023.5,15117.1,15809.6,17575.3,17895.5,18630.3,18478.6,18539.5,18982.0,20411.6,21002.8
 "09000","Connecticut",1,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-408.8,-381.6,-394.6,-391.3,-407.3,-422.3,-475.2,-505.0,-566.2,-560.9,-623.1,-586.7,-688.5,-691.9,-754.3,-698.3,-672.3,-673.6,-659.9,-663.7,-593.0,-609.3,-623.0
 "10000","Delaware",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",45802.8,50115.1,53942.2,56265.5,59013.7,56897.3,57916.4,60545.8,59821.9,61365.4,61229.4,58637.7,60847.4,60577.0,62501.4,61866.7,59496.1,64123.6,66527.0,62889.0,61851.1,63162.6,64319.3
 "10000","Delaware",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.035,81.005,87.191,90.946,95.388,91.968,93.615,97.865,96.695,99.190,98.970,94.781,98.352,97.915,101.026,100.000,96.168,103.648,107.533,101.653,99.975,102.095,103.964
 "10000","Delaware",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",33400.0,37065.1,40427.3,43515.9,46555.9,45828.2,47731.3,51337.7,52028.2,54956.7,56281.3,54777.6,57267.3,57986.7,60821.8,61866.7,61007.5,67549.8,71547.8,69284.2,69899.4,74186.7,77082.4
 "10000","Delaware",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",15575.0,16806.6,17926.4,19093.4,20001.5,20554.1,21378.3,22709.7,24150.2,25518.0,26096.7,26254.3,25197.3,25509.5,26691.5,27443.2,28040.4,29389.2,30346.3,30536.2,31953.2,33236.6,34583.2
 "10000","Delaware",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",16340.1,18656.3,20806.0,22541.8,24922.9,23530.7,24462.6,26142.1,25307.8,26763.9,27484.1,25970.9,29504.9,29764.9,31440.0,31539.9,29945.9,34790.3,37741.7,35035.4,34122.3,36908.0,38119.1
 "10000","Delaware",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1484.9,1602.2,1694.9,1880.7,1631.6,1743.5,1890.4,2485.9,2570.2,2674.8,2700.5,2552.4,2565.1,2712.3,2690.2,2883.6,3021.3,3370.3,3459.8,3712.5,3824.0,4042.1,4380.0
 "10000","Delaware",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",1578.3,1693.7,1800.5,1985.7,1741.1,1858.5,2015.5,2616.9,2730.8,2820.8,2855.1,2716.0,2744.4,2951.6,2931.7,3106.2,3252.2,3586.2,3648.1,3907.2,4013.7,4219.8,4574.1
 "10000","Delaware",2,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-93.4,-91.5,-105.6,-105.1,-109.6,-115.0,-125.1,-131.0,-160.6,-145.9,-154.6,-163.7,-179.3,-239.3,-241.5,-222.6,-230.9,-215.9,-188.3,-194.6,-189.7,-177.7,-194.0
 "11000","District of Columbia",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",79690.1,81056.5,84547.6,85186.1,88443.8,91221.0,93137.5,97904.5,100009.4,100315.9,103031.1,106805.5,106376.4,109940.9,111929.5,112610.0,112811.4,114814.8,117011.0,119420.2,120210.9,122661.9,123929.3
 "11000","District of Columbia",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.766,71.980,75.080,75.647,78.540,81.006,82.708,86.941,88.810,89.083,91.494,94.845,94.464,97.630,99.396,100.000,100.179,101.958,103.908,106.048,106.750,108.926,110.052
 "11000","District of Columbia",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",52483.3,54780.2,58751.3,61033.2,65518.4,70072.6,74178.3,80557.4,85349.2,88580.5,94036.8,99532.3,100916.9,106097.8,109998.8,112610.0,115021.1,119722.8,124853.7,129477.1,132853.6,138773.5,143389.3
 "11000","District of Columbia",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",36301.4,37987.6,41056.3,43492.4,46445.4,49248.8,51880.1,55561.0,58969.9,61493.0,64695.0,67798.5,69085.1,72796.0,75879.7,77014.4,78320.2,81738.0,84939.2,88039.9,91414.1,96278.0,98919.8
 "11000","District of Columbia",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",14780.8,15307.1,16200.1,16061.2,17647.4,19305.0,20138.4,22390.5,23801.6,24420.9,26325.1,28710.5,29014.4,30295.0,31322.7,32350.3,33274.1,34260.2,35732.3,37143.0,37084.9,38037.9,39798.2
 "11000","District of Columbia",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1401.0,1485.5,1494.9,1479.7,1425.6,1518.9,2159.9,2605.9,2577.7,2666.6,3016.6,3023.3,2817.4,3006.8,2796.4,3245.2,3426.8,3724.6,4182.2,4294.2,4354.6,4457.6,4671.3
 "11000","District of Columbia",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",1885.3,1913.3,1934.2,1904.3,1854.0,2029.2,2706.1,3218.4,3246.7,3332.6,3670.9,3663.3,3515.2,3714.3,3651.5,4010.0,4195.8,4522.8,4996.2,5145.7,5184.6,5348.6,5568.3
 "11000","District of Columbia",2,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-484.3,-427.8,-439.3,-424.6,-428.4,-510.4,-546.2,-612.5,-669.0,-666.0,-654.2,-640.0,-697.7,-707.6,-855.1,-764.8,-769.0,-798.1,-814.1,-851.6,-830.0,-891.0,-897.0
 "12000","Florida",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",560807.2,588868.1,614442.1,641249.0,658349.1,684994.9,714958.5,757581.2,806805.0,834434.5,835637.2,803607.1,759432.2,766653.9,763484.1,768722.9,784238.4,806029.4,842269.4,870963.2,901903.5,936580.3,963255.9
 "12000","Florida",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.953,76.603,79.930,83.417,85.642,89.108,93.006,98.551,104.954,108.548,108.705,104.538,98.791,99.731,99.319,100.000,102.018,104.853,109.567,113.300,117.325,121.836,125.306
